SMILES,IC50_nM
CC(C)N1C=NN=C1C2=NC(=CC=C2)NC(=O)C3=CC4=C(N3)C=C(C=C4)C5=CNN=C5,37.5
CC(CO)N1C=NN=C1C2=NC(=CC=C2)NC(=O)NC3=NC=CC4=CC=CC=C43,37.9
CC(C)N1C=NN=C1C2=NC(=CC=C2)NC(=O)C3=CC4=C(N3)C(=CC=C4)C5=CNN=C5,38.9
CC(CCO)N1C=NN=C1C2=NC(=CC=C2)N3CC4=CC=CC=C4C3=O,39.81
CC(C(F)(F)F)N1C=NN=C1C2=NC(=CC=C2)NC(=O)C3=CN(N=C3OC)C,40.0
CCS(=O)(=O)NC1=CC(=C(C=C1)OC)C(=O)NC2=CC=CC(=N2)C3=NN=CN3C(C)C,41.0
CC(C)N1C=NN=C1C2=NC(=CC=C2)NC(=O)C3=CC4=CC=CC=C4N3,41.4
CC1CCCOC2=C(C=CC(=C2)F)C(=O)NC3=CC=CC(=N3)C4=NN=CN14,43.0
CC(C)N1C=NN=C1C2=NC(=CC=C2)NC(=O)NC3=CC=CC=N3,43.4
CC(COC)N1C=NN=C1C2=NC(=CC=C2)NC(=O)C3=CN(N=C3OC)C,44.0
CC(CO)N1C=NN=C1C2=NC(=CC=C2)NC(=O)NC3=NC4=CC=CC=C4C=C3,47.4
CC(C)N1C=NN=C1C2=NC(=CC=C2)NC(=O)NC3=NC=CC4=CC=CC=C43,48.5
CC(C)N1C=NN=C1C2=CC3=C(C=C2)NN=C3C4=CC(=CC(=C4)OC)N5C=C(N=C5)C6CC6,48.6
C1=CC2=C(NC=C2C3=CC=C(S3)S(=O)(=O)NCCN)N=C1,50.0
C1CC1C2=CN(C=N2)C3=CC=CC(=C3)C4=NNC5=C4C=C(C=C5)C6=NN=CN6C7CC7,50.0
CC(C(F)(F)F)N1C=NN=C1C2=NC(=CC=C2)NC(=O)C3=CN(N=C3OC)C4=NN=CC=C4,50.0
CC(C(F)(F)F)N1C=NN=C1C2=NC(=CC=C2)NC(=O)C3=C4C(=CC=C3)N=CC=N4,50.0
CC(C)N1C=NN=C1C2=CC3=C(C=C2)NN=C3C4=CC=CC(=C4)C5=CN(N=C5)C6CCOCC6,50.1
CCC(C)N1C=NN=C1C2=NC(=CC=C2)N3CC4=CC=CC=C4C3=O,50.12
CC1=CC(=C(C=C1)C(=O)NC2=CC=CC(=N2)C3=NN=CN3C(C)C)F,50.12
CC(C)N1C=NN=C1C2=NC(=CC=C2)NC(=O)NC3=CC4=CC=CC=C4C=N3,50.6
CC1=CC(=C(N=C1)OC)C(=O)NC2=CC=CC(=N2)C3=NN=CN3C(C)C(F)(F)F,51.0
CC(C(F)(F)F)N1C=NN=C1C2=NC(=CC=C2)NC(=O)C3=CC=CC=C3OC,53.0
C1CCC(C1)N2C=NN=C2C3=CC4=C(C=C3)NN=C4C5=CC(=CC=C5)N6C=C(N=C6)C7CC7,54.1
CC(C)N1C=NN=C1C2=NC(=CC=C2)NC(=O)C3=CC4=C(N3)C=C(C=C4)OC,54.3
CC1=CC(=C(C=C1)C(=O)NC2=CC=CC(=N2)C3=NN=CN3C(C)C)F,55.0
CC1=CC(=C(C=C1)C(=O)NC2=CC=CC(=N2)C3=NN=CN3C(C)C)F,55.0
CC(C)NC1=NC2=C(C=CC(=C2)C(=O)NC3=CC=CC(=N3)C4=NN=CN4C(C)C)N=C1OC(C)C,55.0
CCN1C(=CC=N1)C2=CC3=CC(=NC=C3C=C2)C(=O)NC4=CC=CC(=N4)C5=NN=CN5C(C)C,55.0
CC(C)N1C=NN=C1C2=NC(=CC=C2)NC(=O)C3=CC4=C(C=C3)C=CC(=N4)N5CCCC5CCCOC,55.0
CC(C)NC1=NC2=C(C=C(C(=C2)C(=O)NC3=CC=CC(=N3)C4=NN=CN4C(C)C)F)N=C1OC(C)C,55.0
CC(C)N1C=NN=C1C2=NC(=CC=C2)NC(=O)C3=CC4=C(C=C3)C=CC(=N4)N5CCCCC5,55.0
CC(C)N1C=NN=C1C2=NC(=CC=C2)NC(=O)C3=CC4=C(C=C3F)N=C(C(=N4)N5CCCCC5)OC,55.0
CC(C)N1C=NN=C1C2=NC(=CC=C2)NC(=O)C3=CC4=C(C=C3)C=CC(=N4)NCCOC,55.0
CC(C)N1C=NN=C1C2=NC(=CC=C2)NC(=O)C3=CC4=NC=C(C=C4C=C3)N5CCOCC5,55.0
CC1=C(C=C(C=C1)C2=NNC3=C2C=C(C=C3)C4=NN=CN4C(C)C)N5C=C(N=C5)C6CC6,56.9
CC(C)N1C=NN=C1C2=NC(=CC=C2)NC(=O)NC3=NC4=CC=CC=C4N=C3,58.0
CC(C(F)(F)F)N1C=NN=C1C2=NC(=CC=C2)NC(=O)C3=CN(N=C3OC)C4=NC=CN=C4,58.0
CC(C)N1C=NN=C1C2=NC(=CS2)C(=O)NC3=CN(N=C3)CCOC,60.0
CC(C)N1C=NN=C1C2=NC(=CS2)C(=O)NC3=CN(N=C3)CCOC,60.0
CC(C)N1C=NN=C1C2=CC3=C(C=C2)NN=C3C4=CC(=CC=C4)N5C=C(N=C5)C6CC6,62.2
CC(C)N1C=NN=C1C2=CC3=C(C=C2)NN=C3C4=CC=CC(=C4)C5=CN(N=C5)C,63.6
CC(C)N1C=NN=C1C2=NC(=CC=C2)NC(=O)NC3=NC=C(C=C3)C4=NN(C=C4)C,64.2
CC(C)N1C=NN=C1C2=NC(=CC=C2)NC(=O)NC3=NC=C(C=C3)C4=CN(N=C4)C,64.2
CC(C)N1C=NN=C1C2=NC(=CS2)C(=O)NC3=CN(N=C3)CCCOC,65.0
CC(CO)N1C=NN=C1C2=NC(=CC=C2)NC(=O)C3=CC4=CC=CC=C4N3,65.5
CC(C)N1C=NN=C1C2=NC(=CC=C2)NC(=O)NC3=NC4=CC=CC=C4C=N3,65.7
CC(C)N1C=NN=C1C2=NC(=CC=C2)NC(=O)NC3=CC=NN3,66.7
CC(C)N1C=NN=C1C2=NC(=CC=C2)NC(=O)C3=CC4=C(N3)C=C(C=C4)C5=CN=CC=C5,68.5
CC(C)N1C=NN=C1C2=NC(=CC=C2)NC(=O)NC3=NC4=CC=CC=C4C=C3,69.1
CC12C(CC(O1)N3C4=CC=CC=C4C5=C6C(=C7C8=CC=CC=C8N2C7=C53)CNC6=O)(CO)O,70.0
CC(C)(C1=CC=C(C=C1)C(=O)NC2=CN3C=C(C=CC3=N2)N4C=CN=C4)O,70.0
C1CC(C1)N2C=NN=C2C3=CC4=C(C=C3)NN=C4C5=CC(=CC=C5)N6C=C(N=C6)C7CC7,70.0
CC(C)N1C=NN=C1C2=NC(=CC=C2)NC(=O)NC3=NC=NC4=CC=CC=C43,71.0
CC(C(F)(F)F)N1C=NN=C1C2=NC(=CC=C2)NC(=O)C3=CC=CC4=C3N=CC=C4,72.0
CCS(=O)(=O)NC1=CC=CC(=C1)C(=O)NC2=CC=CC(=N2)C3=NN=CN3C(C)C,73.0
CC1=CC(=C(C=C1S(=O)(=O)C)C(=O)NC2=CC=CC(=N2)C3=NN=CN3C(C)C)OC,73.0
CC1CCCOC2=CC=CC=C2C(=O)NC3=CC=CC(=N3)C4=NN=CN14,73.0
CC(C)N1C=NN=C1C2=NC(=CC=C2)NC(=O)C3=CC4=C(N3)C=C(C=C4)C5=CN(N=C5)C6CCOCC6,73.7
CC(C)N1C=NN=C1C2=NC(=CC=C2)NC(=O)C3=CN(N=C3OC)C4=CN=CN=C4,74.0
CC(C)N1C=NN=C1C2=CC3=C(C=C2)NN=C3C4=CC(=CC=C4)C(=O)N,74.2
CC(C)N1C=NN=C1C2=CC3=C(C=C2)NN=C3C4=CC(=CC(=C4)N5CCOCC5)N6C=C(N=C6)C7CC7,75.1
CC(C)N1C=NN=C1C2=NC(=CC=C2)NC(=O)C3=CC=CC=C3F,76.0
CC(CO)N1C=NN=C1C2=NC(=CC=C2)NC(=O)NC3=NC4=CC=CC=C4C=N3,81.0
CC(C)(C)C1=CC=C(C=C1)C(=O)NC2=CN3C=C(C=CC3=N2)C4=CC=CC=C4,82.0
CC1=CC(=C(C=C1S(=O)(=O)N)C(=O)NC2=CC=CC(=N2)C3=NN=CN3C(C)C)OC,84.0
CC(C)N1C=NN=C1C2=NC(=CC=C2)NC(=O)NC3=NN4C=CC=CC4=C3,85.3
CC1=C(NC2=CC=CC=C12)C(=O)NC3=CC=CC(=N3)C4=NN=CN4C(C)C,88.2
CC(C)N1C=NN=C1C2=NC(=CC=C2)NC(=O)C3=CC4=C(N3)C(=CC=C4)Cl,89.6
CC(C)N1C=NN=C1C2=NC(=CC=C2)NC(=O)C3=CN(N=C3OC)C,90.0
CC(C)N1C=NN=C1C2=NC(=CC=C2)NC(=O)C3=CN(N=C3OC)C,90.0
C1CC1NC2=CC(=CC3=NC(=NN23)NC(=O)C4=CN=CC=C4)C(F)(F)F,90.0
CC(C)N1C=NN=C1C2=NC(=CC=C2)NC(=O)NC3=NC=CN=C3,90.3
CCOC(C)N1C=C(C=N1)C2=CC3=C(C=C2)C=C(N3)C(=O)NC4=CC=CC(=N4)C5=NN=CN5C(C)C,91.1
CN1C=NN=C1C2=NC(=CC=C2)NC(=O)C3=CC=CC=C3OC,92.0
C1CC1NC2=CC(=CC3=NC(=NN23)NC(=O)C4=CN=CC=C4)C(F)(F)F,93.0
CC(C)N1C=NC=C1C2=NC(=CC=C2)NC(=O)C3=CN(N=C3OC)C,93.0
CC(C)N1C=NN=C1C2=NC(=CC=C2)NC(=O)C3=C(C=CC(=C3)C(=O)N)OC,94.0
CC(C(F)(F)F)N1C=NN=C1C2=NC(=CC=C2)NC(=O)C3=CN(N=C3OC)C,94.0
CC1CCOC2=C(C=CC(=C2)F)C(=O)NC3=CC=CC(=N3)C4=NN=CN4C1,95.0
CC(C)N1C=NN=C1C2=NC(=CS2)C(=O)NC3=NC=CC(=C3)NCCOC,99.0
CC1=CC2=C(C=C1)OCCCCN3C=NN=C3C4=NC(=CC=C4)NC2=O,100.0
C1CCOC2=C(C=C(C=C2)N3CCOCC3)C(=O)NC4=CC=CC(=N4)C5=NN=CN5C1,100.0
C1CCN2C=NN=C2C3=NC(=CC=C3)NC(=O)C4=CC=CC=C4OCC1,100.0
CC1=C(N(C=N1)C2=CC3=C(C=C2)OCCCCN4C=NN=C4C5=NC(=CC=C5)NC3=O)C,100.0
CC1CCN2C=NN=C2C3=NC(=CC=C3)NC(=O)C4=CC=CC=C4OC1,100.0
CC1CCN2C=NN=C2C3=NC(=CC=C3)NC(=O)C4=CC=CC=C4OC1,100.0
C1CCN2C=NN=C2C3=NC(=CC=C3)NC(=O)C4=CC=CC=C4OCC1,100.0
C1C=CCOC2=C(C=CC=C2Br)C(=O)NC3=CC=CC(=N3)C4=NN=CN41,100.0
CC1=CC2=C(C=C1)OCCCCN3C=NN=C3C4=NC(=CC=C4)NC2=O,100.0
CC1=C(N(C=N1)C2=CC3=C(C=C2)OCCCCN4C=NN=C4C5=NC(=CC=C5)NC3=O)C,100.0
C1CCOC2=C(C=C(C=C2)N3CCOCC3)C(=O)NC4=CC=CC(=N4)C5=NN=CN5C1,100.0
CC(C)N1C=NN=C1C2=NC(=CC=C2)NC(=O)C3=CC=CC=C3F,100.0
C1CCOC2=C(C=C(C=C2)N3CCOCC3)C(=O)NC4=CC=CC(=N4)C5=NN=CN5C1,107.0
CC(C)N1C=NN=C1C2=NC(=CC=C2)NC(=O)C3=CN(N=C3)C,108.0
CC12C(C(CC(O1)N3C4=CC=CC=C4C5=C6C(=C7C8=CC=CC=C8N2C7=C53)CNC6=O)NC)OC,110.0
CC12C(C(CC(O1)N3C4=CC=CC=C4C5=C6C(=C7C8=CC=CC=C8N2C7=C53)CNC6=O)NC)OC,110.0
CC(C)N1C=NN=C1C2=NC(=CC=C2)NC(=O)NC3=NC4=CC=CC=C4N3,110.8
CC(CO)N1C=NN=C1C2=NC(=CC=C2)NC(=O)NC3=NC4=CC=CC=C4N=C3,113.9
CC12C(C(CC(O1)N3C4=CC=CC=C4C5=C6C(=C7C8=CC=CC=C8N2C7=C53)CNC6=O)NC)OC,120.0
CC(C)N1C=NN=C1C2=NC(=CC=C2)NC(=O)NC3=NNC(=C3)C4CC4,123.7
CC(C)N1C=NN=C1C2=NC(=CC=C2)NC(=O)C3=CC4=C(N3)N=CC=C4,125.1
CC(C)(C)C1=CC=C(C=C1)C(=O)NC2=CN3C=C(C=CC3=N2)CO,129.0
CN1C=C(C(=N1)OC)C(=O)NC2=CC=CC(=N2)C3=NN=CN3C4CCOC4,129.0
CC(C)N1C=NN=C1C2=NC(=CS2)C(=O)NC3=CN(N=C3)C4COC4,130.0
CC(C)N1C=NN=C1C2=NC(=CC=C2)NC(=O)C3CN(CCO3)C4=CC=CC=C4,130.0
C1CC1NC2=CC(=CC3=NC(=NN23)NC(=O)C4=CN=CC=C4)C(F)(F)F,131.0
CC(C)N1C=NN=C1C2=NC(=CC=C2)NC(=O)C3=CN(N=C3OC)C4=CC=NC=C4,134.0
[B-]1(N2C(=CC(=C2C=C3[N+]1=C(C=C3)CCC(=O)NCCOCCOCCOCCNC4CC5N6C7=CC=CC=C7C8=C9C(=C1C2=CC=CC=C2N(C1=C86)C(C4OC)(O5)C)CNC9=O)C)C)(F)F,136.0
CC(C)N1C=NN=C1C2=NC(=CC=C2)NC(=O)C3=CN(N=C3OC)C4=NC=CN=C4,138.0
CC(C)N1C=NN=C1C2=NC(=CC=C2)NC(=O)C3=C(C=CC(=C3)S(=O)(=O)C)OC,140.0
CC(C)N1C=NN=C1C2=NC(=CS2)C(=O)NC3=NC=CC(=C3)OCCOC,140.0
CC1=CC(=NN1)NC(=O)NC2=CC=CC(=N2)C3=NN=CN3C(C)C,141.9
CC1=CC(=NN1C)NC(=O)NC2=CC=CC(=N2)C3=NN=CN3C(C)C,142.7
CC(C)N1C=NN=C1C2=NC(=CC=C2)NC(=O)C3=C(C4=CC=CC=C4N3)C5=COC=C5,142.8
CC(C(F)F)N1C=NN=C1C2=NC(=CC=C2)NC(=O)C3=CN(N=C3OC)C,143.0
CC(C)N1C=NN=C1C2=CC3=C(C=C2)NN=C3C4=CC(=CC=C4)C(=O)NC5=CN(N=C5)C,144.0
CN1C=C(C(=N1)OC)C(=O)NC2=CC=CC(=N2)C3=NN=CN3C4CCOC4,144.0
CN(C)CCN1C=C(C=N1)C2=CC3=C(C=C2)OCCCCN4C=NN=C4C5=NC(=CC=C5)NC3=O,148.0
C1CNC(=O)C2=C(C1=C3C(=O)NC(=N3)N)C=C(N2)Br,150.0
CC(C)N1C=NN=C1C2=NC(=CC=C2)NC(=O)C3=CC4=CC=CC=C4O3,151.6
CCC1=CC(=NN1)NC(=O)NC2=CC=CC(=N2)C3=NN=CN3C(C)C,152.7
CC(C)N1C=NN=C1C2=NC(=CC=C2)NC(=O)C3=CC4=C(N3)C(=CC=C4)C5=CSC=C5,153.3
C1CN2C=NN=C2C3=NC(=CC=C3)NC(=O)C4=CC=CC=C4OC1,161.0
CC1CCCN2C=NN=C2C3=NC(=CC=C3)NC(=O)C4=CC=CC=C4O1,165.0
CC(C)N1C=NN=C1C2=NC(=CC=C2)NC(=O)C3=CC=CC(=C3)C4=NC=CN4,170.0
CC(C(F)(F)F)N1C=NN=C1C2=NC(=CC=C2)NC(=O)C3=C4C(=CC=C3)N(CCO4)C,187.0
CC(C)N1C=NN=C1C2=CC3=C(C=C2)NN=C3C4=CC(=CC=C4)NC(=O)C5=CC=C(C=C5)C(F)(F)F,197.0
C1=CC(=CC=C1C2=CC=C(O2)C=C3C(=O)N(C(=S)S3)CCCCCC(=O)O)Br,200.0
C1=CC(=CC=C1C2=CC=C(O2)C=C3C(=O)N(C(=S)S3)CCCC(=O)O)Br,200.0
CC(=O)NC1=CC=CC(=C1)NC2=NC=C3C=C(C=CC3=N2)C4=CNN=C4,200.0
C1CC1N2C=NN=C2C3=NC(=CC=C3)N4CC5=C(C4=O)C=C(C=C5)C6=CC=NC=C6,200.0
C1CC1N2C=NN=C2C3=NC(=CC=C3)N4CC5=C(C4=O)C=CC(=C5)C(=O)N6C=CC=N6,200.0
C1CC1N2C=NN=C2C3=NC(=CC=C3)N4CC5=C(C4=O)C=C(C=C5)C6=CN=CC=C6,200.0
CNC(=O)C1=CC2=C(C=C1)C(=O)N(C2)C3=CC=CC(=N3)C4=NN=CN4C5CC5,200.0
COCCNC(=O)C1=CC2=C(C=C1)C(=O)N(C2)C3=CC=CC(=N3)C4=NN=CN4C5CC5,200.0
CC(=O)N1CCN(CC1)C(=O)C2=CC3=C(C=C2)C(=O)N(C3)C4=CC=CC(=N4)C5=NN=CN5C6CC6,200.0
C1CCN(CC1)C(=O)C2=CC3=C(C=C2)C(=O)N(C3)C4=CC=CC(=N4)C5=NN=CN5C6CC6,200.0
C1CN(C1)C(=O)C2=CC3=C(C=C2)C(=O)N(C3)C4=CC=CC(=N4)C5=NN=CN5C6CC6,200.0
C1CC1N2C=NN=C2C3=NC(=CC=C3)N4CC5=C(C4=O)C=CC(=C5)C(=O)N6CCC(CC6)O,200.0
C1CC1N2C=NN=C2C3=NC(=CC=C3)N4CC5=CC=CC=C5C4=O,200.0
C1CC1N2C=NN=C2C3=NC(=CC=C3)N4CC5=C(C4=O)C=CC(=C5)C(=O)N6CC7CCC(C6)O7,200.0
C1CC1NC(=O)C2=CC3=C(C=C2)C(=O)N(C3)C4=CC=CC(=N4)C5=NN=CN5C6CC6,200.0
CC(=O)NC1CCN(CC1)C(=O)C2=CC3=C(C=C2)C(=O)N(C3)C4=CC=CC(=N4)C5=NN=CN5C6CC6,200.0
C1CC1N2C=NN=C2C3=NC(=CC=C3)N4CC5=C(C4=O)C=CC(=C5)C6=CC=NN6,200.0
C1CC1N2C=NN=C2C3=NC(=CC=C3)N4CC5=C(C4=O)C=CC(=C5)C(=O)NC6CCOCC6,200.0
COC1=NC=C(C=C1)C2=CC3=C(CN(C3=O)C4=CC=CC(=N4)C5=NN=CN5C6CC6)C=C2,200.0
CC1(CCN(CC1)C(=O)C2=CC3=C(C=C2)C(=O)N(C3)C4=CC=CC(=N4)C5=NN=CN5C6CC6)O,200.0
CN1C=NC=C1C2=CC3=C(CN(C3=O)C4=CC=CC(=N4)C5=NN=CN5C6CC6)C=C2,200.0
CC1=NC=C(C=C1)C2=CC3=C(CN(C3=O)C4=CC=CC(=N4)C5=NN=CN5C6CC6)C=C2,200.0
COC1CCN(CC1)C(=O)C2=CC3=C(C=C2)C(=O)N(C3)C4=CC=CC(=N4)C5=NN=CN5C6CC6,200.0
C1CC1N2C=NN=C2C3=NC(=CC=C3)N4CC5=C(C4=O)C=CC(=C5)C(=O)NCCN6C=CN=C6,200.0
C1CCN(C1)C(=O)C2=CC3=C(C=C2)C(=O)N(C3)C4=CC=CC(=N4)C5=NN=CN5C6CC6,200.0
CC1=NC=C(C=N1)C2=CC3=C(CN(C3=O)C4=CC=CC(=N4)C5=NN=CN5C6CC6)C=C2,200.0
CN1CCN(CC1)C(=O)C2=CC3=C(C=C2)C(=O)N(C3)C4=CC=CC(=N4)C5=NN=CN5C6CC6,200.0
C1CC1N2C=NN=C2C3=NC(=CC=C3)N4CC5=C(C4=O)C=CC(=C5)N,200.0
C1CC1C2=NC=C(C=N2)C3=CC4=C(CN(C4=O)C5=CC=CC(=N5)C6=NN=CN6C7CC7)C=C3,200.0
C1CC1N2C=NN=C2C3=NC(=CC=C3)N4CC5=C(C4=O)C=C(C=C5)N6C=CN=C6,200.0
C1CC1N2C=NN=C2C3=NC(=CC=C3)N4CC5=C(C4=O)C=C(C=C5)C6=CC=CC=N6,200.0
CN1C(=CC=N1)C2=CC3=C(C=C2)C(=O)N(C3)C4=CC=CC(=N4)C5=NN=CN5C6CC6,200.0
CSC1CCN(CC1)C(=O)C2=CC3=C(C=C2)C(=O)N(C3)C4=CC=CC(=N4)C5=NN=CN5C6CC6,200.0
C1CC1N2C=NN=C2C3=NC(=CC=C3)N4CC5=C(C4=O)C=C(C=C5)C6=CN=CN=C6,200.0
C1CC1N2C=NN=C2C3=NC(=CC=C3)N4CC5=C(C4=O)C=CC(=C5)C(=O)N6CCNC(=O)C6,200.0
CC1=CC(=CN=C1)C2=CC3=C(CN(C3=O)C4=CC=CC(=N4)C5=NN=CN5C6CC6)C=C2,200.0
C1CC1N2C=NN=C2C3=NC(=CC=C3)N4CC5=C(C4=O)C=C(C=C5)C6=C(C=CN=C6)Cl,200.0
C1CC1N2C=NN=C2C3=NC(=CC=C3)N4CC5=C(C4=O)C=CC(=C5)C(=O)N6CCOCC6,200.0
CN(C)C1=C(C=C2C(=C1)CN(C2=O)C3=CC=CC(=N3)C4=NN=CN4C5CC5)C6=CN=CC=C6,200.0
C1CC1C2=NC=C(C=C2)C3=CC4=C(CN(C4=O)C5=CC=CC(=N5)C6=NN=CN6C7CC7)C=C3,200.0
COC1CCN(C1)C(=O)C2=CC3=C(C=C2)C(=O)N(C3)C4=CC=CC(=N4)C5=NN=CN5C6CC6,200.0
C1CC1N2C=NN=C2C3=NC(=CC=C3)N4CC5=C(C4=O)C=C(C=C5)N6C=NC7=CC=CC=C76,200.0
C1CC1C2=CN=NN2C3=NC(=CC=C3)N4CC5=CC=CC=C5C4=O,200.0
COC(=O)C1=C(C=C2C(=C1)CN(C2=O)C3=CC=CC(=N3)C4=NN=CN4C5CC5)C6=CN=CC=C6,200.0
C1CC1N2C=NN=C2C3=NC(=CC=C3)N4CC5=C(C4=O)C=CC(=C5)C(=O)N6CCSCC6,200.0
C1CC1N2C=NN=C2C3=NC(=CC=C3)N4CC5=C(C4=O)C=C(C=C5)C6=C(N=CC=C6)F,200.0
CN1C=C(N=C1)C2=CC3=C(C=C2)C(=O)N(C3)C4=CC=CC(=N4)C5=NN=CN5C6CC6,200.0
CN1C=CC(=N1)C2=CC3=C(C=C2)C(=O)N(C3)C4=CC=CC(=N4)C5=NN=CN5C6CC6,200.0
C1CC1N2C=NN=C2C3=NC(=CC=C3)N4CC5=C(C4=O)C=C(C=C5)C6=C(C=CN=C6)F,200.0
C1CCC(C1)OC2=C(C=C3C(=C2)CN(C3=O)C4=CC=CC(=N4)C5=NN=CN5C6CC6)C7=CN=CC=C7,200.0
C1CC1N2C=NN=C2C3=NC(=CC=C3)N4CC5=C(C4=O)C=C(C=C5)C(=O)O,200.0
C1CC1N2C=NN=C2C3=NC(=CC=C3)N4CC5=CC(=C(C=C5C4=O)C6=CN=CC=C6)Cl,200.0
C1CC2=NN=C(N2C1CO)C3=NC(=CC=C3)N4CC5=CC=CC=C5C4=O,200.0
CN1C=CN=C1C2=CC3=C(CN(C3=O)C4=CC=CC(=N4)C5=NN=CN5C6CC6)C=C2,200.0
C1CC1C2=NC=C(C=C2)C3=CC4=C(CN(C4=O)C5=CC=CC(=N5)C6=NN=CN6C7CC7)C=C3,200.0
CN(C)C1CCN(CC1)C(=O)C2=CC3=C(C=C2)C(=O)N(C3)C4=CC=CC(=N4)C5=NN=CN5C6CC6,200.0
CC(C)N1C=NN=C1C2=NC(=CC=C2)N3CC4=C(C3=O)C=C(C=C4)C5=CN=CC=C5,200.0
CN(C)C1=CC2=C(C=C1)C(=O)N(C2)C3=CC=CC(=N3)C4=NN=CN4C5CC5,200.0
COC1=C(C=C2C(=C1)CN(C2=O)C3=CC=CC(=N3)C4=NN=CN4C5CC5)C6=CN=CC=C6,200.0
CN(C)C(=O)C1=CC2=C(CN(C2=O)C3=CC=CC(=N3)C4=NN=CN4C5CC5)C=C1,200.0
CC1=C(C=CC=N1)C2=CC3=C(CN(C3=O)C4=CC=CC(=N4)C5=NN=CN5C6CC6)C=C2,200.0
C1CC1N2C=C(C=N2)C3=CC4=C(CN(C4=O)C5=CC=CC(=N5)C6=NN=CN6C7CC7)C=C3,200.0
COC(=O)C1CCN(CC1)C(=O)C2=CC3=C(C=C2)C(=O)N(C3)C4=CC=CC(=N4)C5=NN=CN5C6CC6,200.0
C1CC1N2C=NN=C2C3=NC(=CC=C3)N4CC5=CC(=C(C=C5C4=O)C6=CN=CC=C6)F,200.0
CC1CCC2=NN=C(N12)C3=NC(=CC=C3)N4CC5=CC=CC=C5C4=O,200.0
CN1C=CC(=N1)C2=CC3=C(CN(C3=O)C4=CC=CC(=N4)C5=NN=CN5C6CC6)C=C2,200.0
CC1=NC=C(S1)C2=CC3=C(CN(C3=O)C4=CC=CC(=N4)C5=NN=CN5C6CC6)C=C2,200.0
C1CC1C2=CN(N=N2)C3=CC4=C(CN(C4=O)C5=CC=CC(=N5)C6=NN=CN6C7CC7)C=C3,200.0
C1CCN(CC1)C(=O)C2=C(C=C3C(=C2)CN(C3=O)C4=CC=CC(=N4)C5=NN=CN5C6CC6)Cl,200.0
C1CCN(C1)C(=O)C2=C(C=C3C(=C2)CN(C3=O)C4=CC=CC(=N4)C5=NN=CN5C6CC6)C7=CN=CC=C7,200.0
CC1=CC2=C(C=C1C3=CN=CC=C3)C(=O)N(C2)C4=CC=CC(=N4)C5=NN=CN5C6CC6,200.0
CC1=C(C=NC=C1)C2=CC3=C(CN(C3=O)C4=CC=CC(=N4)C5=NN=CN5C6CC6)C=C2,200.0
COC(=O)C1=CC2=C(CN(C2=O)C3=CC=CC(=N3)C4=NN=CN4C5CC5)C=C1,200.0
C1CC1C2=NC=C(N=C2)C3=CC4=C(CN(C4=O)C5=CC=CC(=N5)C6=NN=CN6C7CC7)C=C3,200.0
CC1CCC2=NN=C(N12)C3=NC(=CC=C3)N4CC5=CC=CC=C5C4=O,200.0
C1CC1N2C=NN=C2C3=NC(=CC=C3)N4CC5=C(C4=O)C=C(C=C5)C6=NN=CC=C6,200.0
CCNC1=CC2=C(C=C1)C(=O)N(C2)C3=CC=CC(=N3)C4=NN=CN4C5CC5,200.0
CC(C)OC1=C(C=C2C(=C1)CN(C2=O)C3=CC=CC(=N3)C4=NN=CN4C5CC5)C6=CN=CC=C6,200.0
CC1CCOC2=CC=CC=C2C(=O)NC3=CC=CC(=N3)C4=NN=CN4C1,232.0
CC(C)N1C=NN=C1C2=NC(=CC=C2)NC(=O)C3=CC4=C(N3)C(=CC=C4)NC(=O)C,240.1
C1CCC(CC1)N2C=NN=C2C3=CC4=C(C=C3)NN=C4C5=CC(=CC=C5)N6C=C(N=C6)C7CC7,243.0
CC(C)N1C=NN=C1C2=CC3=C(C=C2)NN=C3C4=CC(=CC=C4)C(=O)NCCOC,245.0
CC(C)N1C=NN=C1C2=NC(=CC=C2)NC(=O)NC3=CC=C(C=C3)C4=CN(N=C4)C,245.4
[B-]1(N2C(=CC(=C2C=C3[N+]1=C(C=C3)CCC(=O)NCCOCCOCCOCCN(C)C4CC5N6C7=CC=CC=C7C8=C9C(=C1C2=CC=CC=C2N(C1=C86)C(C4OC)(O5)C)CNC9=O)C)C)(F)F,248.0
C1CNCCC1OC2=C3C(=CNC3=C(C=C2)C(=O)N)C#N,251.0
CC1=CC2=C(C=CN=C2N1)C3=CC=C(S3)S(=O)(=O)NCCN,251.0
CC(C)N1C=NN=C1C2=NC(=CC=C2)NC(=O)C3CCCCO3,251.19
C1CCOC2=C(C=C(C=C2)N3CC4(C3)COC4)C(=O)NC5=CC=CC(=N5)C6=NN=CN6C1,253.0
CC(C)N1C=NN=C1C2=NC(=CC=C2)NC(=O)NC3=NN(C4=CC=CC=C43)C,259.3
CC1=CC2=C(C=C1)N=C(S2)NC(=O)C3=CC=C(C=C3)C(C)(C)C,260.0
CC(C)N1C=NN=C1C2=NC(=CC=C2)NC(=O)C3CCCCO3,270.0
CC(C)N1C=NN=C1C2=CC3=C(C=C2)NN=C3C4=C(C=CC(=C4)N5C=C(N=C5)C6CC6)OC,270.0
CC(C)N1C=NN=C1C2=CC3=C(C=C2)NN=C3C4=CC(=CC=C4)C(=O)NC5CC5,271.0
